date,symbol,name,close,volume,turnover,pct_change,vol_ratio_20,knee_score,knee_grade,knee_reasons,knee_confirmed,shoulder_score,shoulder_grade,shoulder_reasons,shoulder_confirmed,analysis_date,run_at
20260406,103140,풍산,109300,2302095,257196082700,12.91,6.06,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260406,2026-04-06T08:57:40
20260406,457190,이수스페셜티케미컬,96800,461506,44893136950,4.76,1.75,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260406,2026-04-06T08:57:40
20260406,022100,포스코DX,31300,731623,23136394150,2.62,1.66,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260406,2026-04-06T08:57:40
20260406,004990,롯데지주,27450,107187,2926514975,0.55,0.4,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,005830,DB손해보험,163000,126702,20619246200,0.62,0.57,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,024110,기업은행,21600,545363,11746391850,1.17,0.43,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,034220,LG디스플레이,10950,2507178,27332998340,0.83,0.64,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,069960,현대백화점,76000,113788,8630752250,0.66,1.14,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,161390,한국타이어앤테크놀로지,53400,245618,13040830850,2.69,0.64,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,352820,하이브,271000,182980,49465485000,0.37,0.55,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,010950,S-Oil,118100,863119,101517463050,6.01,1.16,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,017800,현대엘리베이터,88400,110921,9773920600,1.73,0.47,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,030200,KT,60200,255137,15350139550,1.18,0.82,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,051910,LG화학,317000,299795,94781053750,4.11,1.05,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,086790,하나금융지주,112400,568063,63827563050,2.46,0.67,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,247540,에코프로비엠,199900,579226,115605893150,3.79,1.1,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260406,2026-04-06T08:57:40
20260406,003490,대한항공,23150,1026228,23721614575,0.65,0.47,50,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등,0,15,Neutral,MACD 둔화,0,20260406,2026-04-06T08:57:40
20260406,035250,강원랜드,16620,357504,5937311890,0.06,0.56,50,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등,0,15,Neutral,MACD 둔화,0,20260406,2026-04-06T08:57:40
20260406,323410,카카오뱅크,23650,557622,13242876900,0.85,0.72,50,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등,0,15,Neutral,MACD 둔화,0,20260406,2026-04-06T08:57:40
20260406,005930,삼성전자,193100,20635958,3971740401300,3.71,0.81,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,005940,NH투자증권,30450,833235,25381675525,1.67,0.8,50,Neutral,최근 20일 저점권 | 종가 반등 | MACD 개선,0,0,Neutral,,0,20260406,2026-04-06T08:57:40
20260406,008770,호텔신라,43950,130017,5711003800,1.97,0.59,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260406,2026-04-06T08:57:40
