date,symbol,name,close,volume,turnover,pct_change,vol_ratio_20,knee_score,knee_grade,knee_reasons,knee_confirmed,shoulder_score,shoulder_grade,shoulder_reasons,shoulder_confirmed,analysis_date,run_at
20260413,348210,넥스틴,76600,144006,10886980000,5.51,1.76,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,192820,코스맥스,199100,146590,29023103700,6.64,1.42,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,074600,원익QnC,32950,284235,9258377125,4.6,0.97,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260413,2026-04-13T09:12:36
20260413,263750,펄어비스,57700,1251209,70984122750,3.78,0.39,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260413,2026-04-13T09:12:36
20260413,001440,대한전선,32000,4128886,131789978725,0.95,1.58,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,002710,TCC스틸,16980,486825,8204228335,1.92,2.11,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,005290,동진쎄미켐,52200,2168331,112801220200,5.45,2.07,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,017960,한국카본,50700,1553824,78500591850,8.92,2.1,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,021240,코웨이,79900,400651,31863802550,5.83,1.61,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,025900,동화기업,11150,560918,6291757345,3.62,2.34,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,039030,이오테크닉스,490000,169143,82303118250,9.38,1.68,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,000250,삼천당제약,526000,371231,191314042750,4.16,0.65,45,Neutral,종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260413,2026-04-13T09:12:36
20260413,014680,한솔케미칼,260000,140603,36485890000,-6.14,2.37,35,Neutral,최근 20일 저점권 | 거래량 증가,0,65,Watch,종가 약세 | MACD 둔화 | 거래량 이상 | 20일선 이탈,1,20260413,2026-04-13T09:12:36
20260413,095340,ISC,216500,747908,169363778000,-15.92,1.95,35,Neutral,최근 20일 저점권 | 거래량 증가,0,65,Watch,종가 약세 | MACD 둔화 | 거래량 이상 | 20일선 이탈,1,20260413,2026-04-13T09:12:36
20260413,010120,LS ELECTRIC,179200,2572650,458473547950,-77.26,10.42,35,Neutral,최근 20일 저점권 | 거래량 증가,0,45,Neutral,종가 약세 | MACD 둔화 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,000100,유한양행,92100,136295,12498963400,-0.86,0.65,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,003380,하림지주,13370,1103758,14895062935,-4.98,0.67,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,009420,한올바이오파마,46150,195976,8991797375,-2.12,0.42,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,011210,현대위아,76800,162240,12380641600,-2.54,1.43,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,029780,삼성카드,53100,103245,5488370550,-3.45,0.87,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,035250,강원랜드,16820,471862,7913849950,-1.06,0.77,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,035420,NAVER,199000,514728,102128854150,-1.49,0.78,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,035900,JYP Ent.,59600,144516,8612928650,-1.0,0.91,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,090430,아모레퍼시픽,130600,120703,15765253800,-0.99,0.69,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,222080,씨아이에스,11830,1046958,12538330385,-1.17,0.66,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,352820,하이브,250000,224194,55807722250,-1.57,0.6,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260413,2026-04-13T09:12:36
20260413,007340,DN오토모티브,35350,305757,10577808450,0.0,0.8,35,Neutral,최근 20일 저점권 | MACD 개선,0,0,Neutral,,0,20260413,2026-04-13T09:12:36
20260413,018260,삼성에스디에스,148700,163184,24205223400,0.0,0.97,35,Neutral,최근 20일 저점권 | MACD 개선,0,0,Neutral,,0,20260413,2026-04-13T09:12:36
20260413,001680,대상,20850,185662,3909638900,0.0,1.59,30,Neutral,MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260413,2026-04-13T09:12:36
20260413,000660,SK하이닉스,1040000,2769753,2846666929000,1.27,0.66,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,008730,율촌화학,26850,111500,3046151525,0.75,1.3,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,009150,삼성전기,568000,515832,293257355000,0.53,0.76,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,010950,S-Oil,122000,623589,76034876300,1.08,1.08,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,011780,금호석유화학,134100,114669,15130962500,1.82,1.02,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,012450,한화에어로스페이스,1530000,259390,397966358748,1.53,1.2,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
20260413,028670,팬오션,5430,4335195,23525439060,1.31,1.19,30,Neutral,종가 반등 | MACD 개선,0,20,Neutral,최근 20일 고점권,0,20260413,2026-04-13T09:12:36
