date,open,high,low,close,volume,turnover,symbol,name,fetched_at,analysis_date
20260317,16730,16940,16710,16800,98908,1660472075,000080,하이트진로,2026-03-17T08:50:40,20260317
20260317,98100,100800,98100,99500,222737,22228408750,000100,유한양행,2026-03-17T08:50:40,20260317
20260317,111200,115700,110100,114400,58470,6667145350,000120,CJ대한통운,2026-03-17T08:50:40,20260317
20260317,1141000,1185000,1100000,1110000,69293,78479303000,000150,두산,2026-03-17T08:50:40,20260317
20260317,45550,46750,44600,44850,92816,4214335300,000210,DL,2026-03-17T08:50:40,20260317
20260317,25000,26200,24950,26150,91523,2367440475,000240,한국앤컴퍼니,2026-03-17T08:50:40,20260317
20260317,737000,777000,733000,739000,140875,105997251000,000250,삼천당제약,2026-03-17T08:50:40,20260317
20260317,167000,170900,167000,167300,1068349,179957298500,000270,기아,2026-03-17T08:50:40,20260317
20260317,1009000,1010000,969000,970000,3136790,3110917861000,000660,SK하이닉스,2026-03-17T08:50:40,20260317
20260317,51600,52900,51500,51900,26590,1388562900,000670,영풍,2026-03-17T08:50:40,20260317
20260317,163400,168500,160400,161000,716382,117479166700,000720,현대건설,2026-03-17T08:50:40,20260317
20260317,470000,479500,470000,477500,100536,47791682750,000810,삼성화재,2026-03-17T08:50:40,20260317
20260317,125600,126900,121500,122300,179788,22107249150,000880,한화,2026-03-17T08:50:40,20260317
20260317,189100,195900,185400,193000,155717,29860563650,001040,CJ,2026-03-17T08:50:40,20260317
20260317,68400,70300,67500,68200,153553,10604077050,001430,세아베스틸지주,2026-03-17T08:50:40,20260317
20260317,30050,30550,29500,29550,2067785,62100785825,001440,대한전선,2026-03-17T08:50:40,20260317
20260317,29650,30350,29650,30100,365323,10990449650,001450,현대해상,2026-03-17T08:50:40,20260317
20260317,9900,9900,9900,9900,0,0,001570,금양,2026-03-17T08:50:40,20260317
20260317,20250,20600,20250,20500,111757,2281694525,001680,대상,2026-03-17T08:50:40,20260317
20260317,24500,24800,24400,24700,83914,2069016375,001800,오리온홀딩스,2026-03-17T08:50:40,20260317
20260317,540000,540000,519000,530000,35402,18784773000,002380,KCC,2026-03-17T08:50:40,20260317
20260317,13960,14370,13960,14090,82434,1165636400,002710,TCC스틸,2026-03-17T08:50:40,20260317
20260317,27050,27450,26875,27050,76481,2077313925,002790,아모레퍼시픽홀딩스,2026-03-17T08:50:40,20260317
20260317,136800,138700,136800,137700,894,123118100,002840,미원상사,2026-03-17T08:50:40,20260317
20260317,157900,174300,154700,172000,63551,10481730800,003030,세아제강지주,2026-03-17T08:50:40,20260317
20260317,23600,24450,23550,24150,75027,1807551375,003090,대웅,2026-03-17T08:50:40,20260317
20260317,1051000,1103000,1047000,1082000,30710,33034884000,003230,삼양식품,2026-03-17T08:50:40,20260317
20260317,1103000,1134000,1098000,1106000,3082,3420382000,003240,태광산업,2026-03-17T08:50:40,20260317
20260317,15230,15670,15120,15480,1092754,16857430655,003380,하림지주,2026-03-17T08:50:40,20260317
20260317,25350,25500,24800,24850,1705189,42765318575,003490,대한항공,2026-03-17T08:50:40,20260317
20260317,89700,91300,89300,91000,199943,18078841200,003550,LG,2026-03-17T08:50:40,20260317
20260317,3530,3575,3475,3495,718632,2521259690,003620,KG모빌리티,2026-03-17T08:50:40,20260317
20260317,197400,197700,192500,193100,359857,70140481850,003670,포스코퓨처엠,2026-03-17T08:50:40,20260317
20260317,50600,52800,50200,51100,101157,5183339950,004000,롯데정밀화학,2026-03-17T08:50:40,20260317
20260317,35500,36350,35150,35550,978517,34865746375,004020,현대제철,2026-03-17T08:50:40,20260317
20260317,352500,367000,336000,344500,76416,26670125000,004170,신세계,2026-03-17T08:50:40,20260317
20260317,363000,373000,363000,372500,20420,7524462500,004370,농심,2026-03-17T08:50:40,20260317
20260317,60600,61400,60400,60800,24377,1488327350,004490,세방전지,2026-03-17T08:50:40,20260317
20260317,30400,30700,30100,30500,218252,6618593500,004990,롯데지주,2026-03-17T08:50:40,20260317
20260317,14050,14260,14040,14040,65138,921384295,005250,녹십자홀딩스,2026-03-17T08:50:40,20260317
20260317,51200,51300,49150,49250,597186,29824384450,005290,동진쎄미켐,2026-03-17T08:50:40,20260317
20260317,121000,121600,119800,120000,18574,2234564350,005300,롯데칠성,2026-03-17T08:50:40,20260317
20260317,528000,544000,520000,522000,1346937,715461538000,005380,현대차,2026-03-17T08:50:40,20260317
20260317,14300,14850,14270,14530,144817,2110962710,005420,코스모화학,2026-03-17T08:50:40,20260317
20260317,341000,346500,340500,342500,201085,69005880500,005490,POSCO홀딩스,2026-03-17T08:50:40,20260317
20260317,176800,182500,176600,179100,104803,18778574400,005830,DB손해보험,2026-03-17T08:50:40,20260317
20260317,66700,69100,65700,65700,254152,17034533300,005850,에스엘,2026-03-17T08:50:40,20260317
20260317,198000,198000,193100,193900,19358819,3795189834700,005930,삼성전자,2026-03-17T08:50:40,20260317
20260317,32700,33050,32200,32400,549879,17886003475,005940,NH투자증권,2026-03-17T08:50:40,20260317
20260317,37800,40400,37800,40100,74641,2956764375,006040,동원산업,2026-03-17T08:50:40,20260317
20260317,272000,275500,262000,263000,121356,32224599250,006260,LS,2026-03-17T08:50:40,20260317
20260317,150200,153500,148300,148300,37924,5707873900,006280,녹십자,2026-03-17T08:50:40,20260317
20260317,22900,23200,22000,22000,1037521,23296384600,006360,GS건설,2026-03-17T08:50:40,20260317
20260317,395000,397500,388000,389000,359325,141399066000,006400,삼성SDI,2026-03-17T08:50:40,20260317
20260317,128200,135600,127000,132300,79921,10519212000,006650,대한유화,2026-03-17T08:50:40,20260317
20260317,72600,72700,69000,69100,3225955,227639149500,006800,미래에셋증권,2026-03-17T08:50:40,20260317
20260317,19090,19670,19090,19560,62892,1221744650,007070,GS리테일,2026-03-17T08:50:40,20260317
20260317,366500,371500,366500,370000,5932,2188893750,007310,오뚜기,2026-03-17T08:50:40,20260317
20260317,35300,37300,35250,35800,914020,33287810825,007340,DN오토모티브,2026-03-17T08:50:40,20260317
20260317,24800,25300,24750,24950,29778,745028600,008730,율촌화학,2026-03-17T08:50:40,20260317
20260317,43050,43500,42450,42850,156486,6700413750,008770,호텔신라,2026-03-17T08:50:40,20260317
20260317,37150,38900,37000,38150,123201,4715068850,008930,한미사이언스,2026-03-17T08:50:40,20260317
20260317,428500,453500,422000,446500,1032208,452803125500,009150,삼성전기,2026-03-17T08:50:40,20260317
20260317,42450,42850,41000,41750,71378,2977441300,009240,한샘,2026-03-17T08:50:40,20260317
20260317,55200,58900,54800,56200,496324,28480983450,009420,한올바이오파마,2026-03-17T08:50:40,20260317
20260317,18290,18360,18050,18050,130077,2364963655,009520,포스코엠텍,2026-03-17T08:50:40,20260317
20260317,413000,422000,410500,420000,114908,47926665250,009540,HD한국조선해양,2026-03-17T08:50:40,20260317
20260317,46650,52300,46400,49450,8084402,406750233300,009830,한화솔루션,2026-03-17T08:50:40,20260317
20260317,220000,229500,220000,225000,11038,2496900500,009970,영원무역홀딩스,2026-03-17T08:50:40,20260317
20260317,157500,173100,156500,165000,202124,33872673050,010060,OCI홀딩스,2026-03-17T08:50:40,20260317
20260317,757000,782000,750000,762000,101645,77913169000,010120,LS ELECTRIC,2026-03-17T08:50:40,20260317
20260317,1647000,1662000,1600000,1612000,17390,28154958000,010130,고려아연,2026-03-17T08:50:40,20260317
20260317,29300,30100,28600,29150,5136148,150811340775,010140,삼성중공업,2026-03-17T08:50:40,20260317
20260317,104400,108900,103600,106500,690457,73559455600,010950,S-Oil,2026-03-17T08:50:40,20260317
20260317,260000,264000,254500,255500,121338,31250411750,011070,LG이노텍,2026-03-17T08:50:40,20260317
20260317,70500,71700,69100,70200,250456,17580812800,011170,롯데케미칼,2026-03-17T08:50:40,20260317
20260317,21050,21100,20700,20850,1025325,21426443400,011200,HMM,2026-03-17T08:50:40,20260317
20260317,84000,89000,83700,86300,193955,16820087150,011210,현대위아,2026-03-17T08:50:40,20260317
20260317,118100,123700,118000,122900,121492,14801934450,011780,금호석유화학,2026-03-17T08:50:40,20260317
20260317,99300,100000,98500,99000,110562,10978434100,011790,SKC,2026-03-17T08:50:40,20260317
20260317,413500,420000,410500,412500,166536,68891905750,012330,현대모비스,2026-03-17T08:50:40,20260317
20260317,1470000,1470000,1388000,1396000,210274,296066474000,012450,한화에어로스페이스,2026-03-17T08:50:40,20260317
20260317,25200,25500,23900,24450,120911,2962012600,012630,HDC,2026-03-17T08:50:40,20260317
20260317,82700,85700,82700,85200,53859,4566149900,012750,에스원,2026-03-17T08:50:40,20260317
20260317,289500,293500,285000,285500,28427,8224545750,014680,한솔케미칼,2026-03-17T08:50:40,20260317
20260317,24800,25400,24700,25150,29050,728387900,014820,동원시스템즈,2026-03-17T08:50:40,20260317
20260317,48350,49500,47800,48200,2131127,103452574325,015760,한국전력,2026-03-17T08:50:40,20260317
20260317,99200,99200,97100,97400,437888,42959555500,016360,삼성증권,2026-03-17T08:50:40,20260317
20260317,78000,81400,77500,79700,1010185,80764637000,017670,SK텔레콤,2026-03-17T08:50:40,20260317
20260317,87500,88400,86100,87100,145828,12764563350,017800,현대엘리베이터,2026-03-17T08:50:40,20260317
20260317,46200,49850,46200,48650,717638,34953221725,017960,한국카본,2026-03-17T08:50:40,20260317
20260317,161900,164700,161400,163200,190231,31004891050,018260,삼성에스디에스,2026-03-17T08:50:40,20260317
20260317,4070,4240,4070,4095,10980793,45564728505,018880,한온시스템,2026-03-17T08:50:40,20260317
20260317,74400,75300,74100,74800,168710,12603705050,021240,코웨이,2026-03-17T08:50:40,20260317
20260317,31400,31600,31000,31300,315374,9865308675,022100,포스코DX,2026-03-17T08:50:40,20260317
20260317,102100,105100,100300,103500,94906,9823188950,023530,롯데쇼핑,2026-03-17T08:50:40,20260317
20260317,23200,23400,23000,23200,804318,18672475800,024110,기업은행,2026-03-17T08:50:40,20260317
20260317,9760,10730,9680,10180,467579,4816865210,025900,동화기업,2026-03-17T08:50:40,20260317
20260317,25300,25850,25000,25500,65427,1667610275,026960,동서,2026-03-17T08:50:40,20260317
20260317,31700,32200,31450,31650,755744,23978018800,028050,삼성E&A,2026-03-17T08:50:40,20260317
20260317,283500,288500,279000,279500,288986,81665866750,028260,삼성물산,2026-03-17T08:50:40,20260317
20260317,5110,5190,5050,5130,4366276,22369947030,028670,팬오션,2026-03-17T08:50:40,20260317
20260317,58500,59100,58200,58600,86227,5047821500,029780,삼성카드,2026-03-17T08:50:40,20260317
20260317,20700,21000,20600,20800,238018,4955759375,030000,제일기획,2026-03-17T08:50:40,20260317
20260317,59100,60500,59000,60000,243660,14547663450,030200,KT,2026-03-17T08:50:40,20260317
20260317,21200,21350,20850,20850,112573,2374101000,030520,한글과컴퓨터,2026-03-17T08:50:40,20260317
20260317,15240,15800,15190,15800,972229,15164871365,032640,LG유플러스,2026-03-17T08:50:40,20260317
20260317,217500,221000,214000,217000,153981,33467407500,032830,삼성생명,2026-03-17T08:50:40,20260317
20260317,152700,156200,152700,155500,190944,29644225350,033780,KT&G,2026-03-17T08:50:40,20260317
